Machine Module SVA1075X
Trace Name,Trace A
Meas Type,S11
Start Frequency,+1.000000000E+05
Stop Frequency,+7.499900000E+09
Format,Log Mag
IFBW,1.000000e+04




Trace Data
Frequency,Formatted Data
1.000000e+05,-3.182346e-02
3.759900e+07,-2.438302e-03
7.509800e+07,-5.485338e-03
1.125970e+08,-2.813251e-02
1.500960e+08,-2.968194e-02
1.875950e+08,-7.631374e-02
2.250940e+08,-7.259263e-02
2.625930e+08,-4.361102e-02
3.000920e+08,-6.369618e-02
3.375910e+08,-2.892056e-02
3.750900e+08,-5.191043e-02
4.125890e+08,-5.186489e-02
4.500880e+08,-4.889317e-02
4.875870e+08,-4.418245e-02
5.250860e+08,-1.917145e-02
5.625850e+08,-4.903703e-02
6.000840e+08,-3.861982e-02
6.375830e+08,-5.924468e-02
6.750820e+08,-2.075875e-02
7.125810e+08,1.374372e-02
7.500800e+08,-9.733197e-03
7.875790e+08,3.529415e-03
8.250780e+08,2.434793e-02
8.625770e+08,-5.284562e-04
9.000760e+08,-2.829169e-03
9.375750e+08,-1.986231e-03
9.750740e+08,-3.755408e-02
1.012573e+09,2.010667e-03
1.050072e+09,4.881116e-03
1.087571e+09,8.018955e-03
1.125070e+09,-7.375379e-02
1.162569e+09,-2.983052e-02
1.200068e+09,-5.969501e-02
1.237567e+09,-2.880263e-02
1.275066e+09,-6.593634e-02
1.312565e+09,-6.647466e-02
1.350064e+09,-5.998209e-02
1.387563e+09,-5.982559e-02
1.425062e+09,-4.845187e-02
1.462561e+09,-4.334443e-02
1.500060e+09,-5.032248e-02
1.537559e+09,9.766956e-03
1.575058e+09,-9.529047e-04
1.612557e+09,3.568372e-02
1.650056e+09,6.844645e-02
1.687555e+09,-1.999855e-02
1.725054e+09,-1.916956e-02
1.762553e+09,8.999902e-03
1.800052e+09,-3.432584e-03
1.837551e+09,1.343407e-03
1.875050e+09,4.539978e-03
1.912549e+09,-1.149845e-02
1.950048e+09,-4.159775e-02
1.987547e+09,-4.429427e-02
2.025046e+09,-5.328834e-02
2.062545e+09,-6.919515e-02
2.100044e+09,-5.763510e-02
2.137543e+09,-5.428762e-02
2.175042e+09,-6.421421e-02
2.212541e+09,-6.458403e-02
2.250040e+09,-6.416147e-02
2.287539e+09,-4.239509e-02
2.325038e+09,-3.731638e-02
2.362537e+09,-5.439604e-02
2.400036e+09,-7.931495e-02
2.437535e+09,-3.667288e-02
2.475034e+09,1.903621e-02
2.512533e+09,-1.553070e-02
2.550032e+09,8.476640e-03
2.587531e+09,8.204121e-03
2.625030e+09,-2.148905e-02
2.662529e+09,-1.189739e-02
2.700028e+09,-3.518628e-03
2.737527e+09,-1.030662e-02
2.775026e+09,-2.174283e-02
2.812525e+09,-2.304736e-02
2.850024e+09,-2.666916e-02
2.887523e+09,-6.351388e-02
2.925022e+09,-1.786580e-02
2.962521e+09,-8.858625e-02
3.000020e+09,-7.486976e-02
3.037519e+09,-4.289302e-02
3.075018e+09,-2.711774e-02
3.112517e+09,-1.683639e-02
3.150016e+09,1.869467e-02
3.187515e+09,-2.823843e-03
3.225014e+09,-1.197231e-02
3.262513e+09,-3.447381e-03
3.300012e+09,-4.612885e-02
3.337511e+09,-2.991005e-02
3.375010e+09,-5.404582e-02
3.412509e+09,-1.495716e-02
3.450008e+09,-6.924127e-02
3.487507e+09,-1.402727e-02
3.525006e+09,-4.185766e-02
3.562505e+09,-2.430078e-02
3.600004e+09,-3.891262e-02
3.637503e+09,-4.039738e-02
3.675002e+09,-7.740235e-02
3.712501e+09,-9.540111e-02
3.750000e+09,-2.680210e-02
3.787499e+09,-1.430158e-01
3.824998e+09,-1.291454e-01
3.862497e+09,-1.137119e-01
3.899996e+09,-1.431398e-01
3.937495e+09,-1.383225e-01
3.974994e+09,-1.456086e-01
4.012493e+09,-1.358789e-01
4.049992e+09,-1.073094e-01
4.087491e+09,-1.243632e-01
4.124990e+09,-7.528584e-02
4.162489e+09,-1.037414e-01
4.199988e+09,-2.278168e-02
4.237487e+09,-8.917589e-02
4.274986e+09,5.006961e-03
4.312485e+09,-4.401894e-02
4.349984e+09,-2.137733e-02
4.387483e+09,-4.183585e-02
4.424982e+09,-2.158207e-02
4.462481e+09,-2.179182e-02
4.499980e+09,-1.440822e-02
4.537479e+09,-3.674075e-02
4.574978e+09,-1.782995e-02
4.612477e+09,-6.355508e-02
4.649976e+09,-1.422978e-02
4.687475e+09,-1.431382e-01
4.724974e+09,-1.322065e-01
4.762473e+09,-5.968641e-02
4.799972e+09,-1.081893e-01
4.837471e+09,-1.131731e-01
4.874970e+09,-1.198155e-01
4.912469e+09,-1.316438e-01
4.949968e+09,-1.188500e-01
4.987467e+09,-1.490866e-01
5.024966e+09,-9.172047e-02
5.062465e+09,-1.257424e-01
5.099964e+09,-9.528854e-02
5.137463e+09,-8.962646e-02
