Machine Module SVA1075X
Trace Name,Trace A
Meas Type,S11
Start Frequency,+1.000000000E+05
Stop Frequency,+7.499900000E+09
Format,Log Mag
IFBW,1.000000e+04




Trace Data
Frequency,Formatted Data
1.000000e+05,-4.523344e+01
3.759900e+07,-4.211883e+01
7.509800e+07,-4.261133e+01
1.125970e+08,-4.757956e+01
1.500960e+08,-4.250494e+01
1.875950e+08,-4.927388e+01
2.250940e+08,-4.837551e+01
2.625930e+08,-4.095609e+01
3.000920e+08,-4.309716e+01
3.375910e+08,-4.095829e+01
3.750900e+08,-4.263325e+01
4.125890e+08,-4.270380e+01
4.500880e+08,-4.288517e+01
4.875870e+08,-4.158383e+01
5.250860e+08,-4.346762e+01
5.625850e+08,-4.375258e+01
6.000840e+08,-4.224645e+01
6.375830e+08,-4.343321e+01
6.750820e+08,-4.172827e+01
7.125810e+08,-4.431983e+01
7.500800e+08,-4.266227e+01
7.875790e+08,-5.727736e+01
8.250780e+08,-5.641429e+01
8.625770e+08,-4.917882e+01
9.000760e+08,-5.684015e+01
9.375750e+08,-5.232629e+01
9.750740e+08,-4.789574e+01
1.012573e+09,-4.428672e+01
1.050072e+09,-4.221091e+01
1.087571e+09,-5.298390e+01
1.125070e+09,-4.384038e+01
1.162569e+09,-4.066905e+01
1.200068e+09,-4.081583e+01
1.237567e+09,-4.212622e+01
1.275066e+09,-4.284434e+01
1.312565e+09,-4.084340e+01
1.350064e+09,-4.050078e+01
1.387563e+09,-4.039354e+01
1.425062e+09,-4.048570e+01
1.462561e+09,-3.977233e+01
1.500060e+09,-4.080306e+01
1.537559e+09,-4.303807e+01
1.575058e+09,-4.332922e+01
1.612557e+09,-4.253481e+01
1.650056e+09,-4.007197e+01
1.687555e+09,-4.309478e+01
1.725054e+09,-4.396787e+01
1.762553e+09,-4.224846e+01
1.800052e+09,-4.714677e+01
1.837551e+09,-4.716712e+01
1.875050e+09,-5.088579e+01
1.912549e+09,-5.253267e+01
1.950048e+09,-4.255255e+01
1.987547e+09,-6.085077e+01
2.025046e+09,-4.383532e+01
2.062545e+09,-5.180414e+01
2.100044e+09,-4.551971e+01
2.137543e+09,-4.270627e+01
2.175042e+09,-4.332108e+01
2.212541e+09,-3.876693e+01
2.250040e+09,-4.106617e+01
2.287539e+09,-3.953720e+01
2.325038e+09,-4.096735e+01
2.362537e+09,-4.126422e+01
2.400036e+09,-4.061605e+01
2.437535e+09,-4.218010e+01
2.475034e+09,-4.293772e+01
2.512533e+09,-4.275853e+01
2.550032e+09,-3.941813e+01
2.587531e+09,-4.190078e+01
2.625030e+09,-5.492330e+01
2.662529e+09,-5.287137e+01
2.700028e+09,-4.640922e+01
2.737527e+09,-4.780462e+01
2.775026e+09,-5.736118e+01
2.812525e+09,-4.139406e+01
2.850024e+09,-3.922275e+01
2.887523e+09,-4.325862e+01
2.925022e+09,-4.849165e+01
2.962521e+09,-4.494507e+01
3.000020e+09,-4.563106e+01
3.037519e+09,-3.812690e+01
3.075018e+09,-4.326155e+01
3.112517e+09,-4.534088e+01
3.150016e+09,-4.222059e+01
3.187515e+09,-4.208049e+01
3.225014e+09,-3.786028e+01
3.262513e+09,-3.977090e+01
3.300012e+09,-3.901161e+01
3.337511e+09,-3.716815e+01
3.375010e+09,-3.915428e+01
3.412509e+09,-4.040670e+01
3.450008e+09,-4.121604e+01
3.487507e+09,-4.178584e+01
3.525006e+09,-3.998607e+01
3.562505e+09,-4.049995e+01
3.600004e+09,-4.344017e+01
3.637503e+09,-5.027221e+01
3.675002e+09,-5.216327e+01
3.712501e+09,-4.356972e+01
3.750000e+09,-5.539785e+01
3.787499e+09,-4.781824e+01
3.824998e+09,-5.080158e+01
3.862497e+09,-4.414768e+01
3.899996e+09,-4.731464e+01
3.937495e+09,-4.259949e+01
3.974994e+09,-4.099820e+01
4.012493e+09,-3.895565e+01
4.049992e+09,-3.938262e+01
4.087491e+09,-3.820707e+01
4.124990e+09,-3.789009e+01
4.162489e+09,-3.729535e+01
4.199988e+09,-3.718854e+01
4.237487e+09,-3.694153e+01
4.274986e+09,-3.703487e+01
4.312485e+09,-3.728416e+01
4.349984e+09,-3.813856e+01
4.387483e+09,-3.529368e+01
4.424982e+09,-4.012883e+01
4.462481e+09,-3.772416e+01
4.499980e+09,-3.841958e+01
4.537479e+09,-3.654079e+01
4.574978e+09,-4.637804e+01
4.612477e+09,-4.681794e+01
4.649976e+09,-4.608302e+01
4.687475e+09,-4.587942e+01
4.724974e+09,-4.234246e+01
4.762473e+09,-4.289567e+01
4.799972e+09,-4.234449e+01
4.837471e+09,-4.405476e+01
4.874970e+09,-4.221858e+01
4.912469e+09,-4.014757e+01
4.949968e+09,-3.915235e+01
4.987467e+09,-3.880778e+01
5.024966e+09,-3.864606e+01
5.062465e+09,-3.811726e+01
5.099964e+09,-3.757283e+01
